站点,Lon,Lat,Alti,PRS,TEM,RHU,PRE_1h,D_Avg_2,Avg_2,VIS,PRS_Sea
53875, 112.33,  36.52, 1000.00,  897.80,    17.80,     87.00,        0.00,    327.00,    1.00,   4900.00,    1008.00
53763, 112.17,  37.90, 1006.80,  896.60,    20.00,     80.00,        0.00,    228.00,    0.60,  11000.00,    1006.60
54825, 117.85,  36.52,  189.70,  984.10,    25.00,     75.00,        0.00,    100.00,    0.30,   2900.00,    1005.80
53852, 110.63,  36.77,  916.60,  907.00,    18.70,     84.00,        0.00,    116.00,    0.70,   4700.00,    1008.20
54940, 119.20,  35.75,  148.20,  990.20,    24.20,     80.00,        0.00,    248.00,    0.50,   4600.00,    1007.30
57031, 108.55,  34.82, 1012.70,  896.10,    18.00,     99.00,        0.00,    305.00,    0.60,   7200.00,    1008.20
59271, 112.42,  23.64,   92.70,  995.60,    28.90,     84.00,        0.00,    328.00,    1.00,  17800.00,    1006.10
57381, 113.34,  31.62,  106.50,  994.10,    21.60,     99.00,        0.60,    308.00,    1.00,  11100.00,    1006.50
54332, 122.70,  41.51,   12.20, 1003.70,    24.30,     85.00,        0.00,    260.00,    1.80,   2600.00,    1005.20
53817, 106.24,  36.03, 1835.50,  813.00,    13.50,     98.00,        0.00,     93.00,    2.60,   2200.00,    1007.80
53968, 111.67,  35.28,  505.00,  950.10,    20.10,     99.00,        0.00,     98.00,    1.00,   6200.00,    1007.40
52643,  99.62,  38.83, 2311.80,  767.70,    16.00,     70.00,        0.00,    337.00,    0.40,  20100.00,    1003.20
57001, 105.33,  34.75, 1271.90,  868.70,    18.40,     87.00,        0.00,     68.00,    0.80,  22700.00,    1006.20
53777, 112.15,  37.52,  753.60,  922.90,    20.10,     98.00,        0.00,    264.00,    0.50,   1900.00,    1006.60
53665, 111.63,  38.28, 1221.30,  874.10,    19.00,     89.00,        0.00,     86.00,    1.30,   8300.00,    1006.50
53954, 110.97,  35.62,  433.50,  958.30,    21.80,     84.00,        0.00,    118.00,    1.20,   4700.00,    1007.50
57398, 114.62,  31.28,   74.30,  997.40,    22.30,     95.00,        0.20,     46.00,    1.00,  22700.00,    1006.10
53937, 107.89,  35.53, 1135.30,  880.00,    15.50,     99.00,        0.00,     27.00,    0.70,      0.00,    1004.50
53888, 113.43,  36.20, 1089.20,  887.70,    18.40,     79.00,        0.00,    191.00,    1.50,  19700.00,    1007.10
52984, 103.18,  35.58, 1917.20,  804.60,    16.10,     91.00,        0.00,     28.00,    1.30,  23500.00,    1003.60
53615, 106.70,  38.81, 1101.00,  884.90,    22.20,     64.00,        0.00,    176.00,    2.30,  29600.00,    1003.20
54765, 121.43,  37.48,   82.00,  996.80,    24.40,     75.00,        0.00,    195.00,    0.60,   5200.00,    1006.40
58408, 115.47,  30.24,   71.70,  996.70,    24.10,    100.00,        0.00,    177.00,    1.70,   9500.00,    1005.00
57011, 106.15,  34.74, 1416.10,  854.20,    17.90,     93.00,        0.00,    309.00,    0.70,  18000.00,    1006.50
53660, 111.08,  39.02,  894.40,  907.10,    24.10,     62.00,        0.00,    193.00,    1.10,  20000.00,    1004.20
56092, 104.65,  34.99, 1728.20,  823.30,    16.70,     89.00,        0.00,    129.00,    1.00,  30000.00,    1006.00
53674, 112.70,  38.40,  869.90,  910.50,    21.50,     77.00,        0.00,    300.00,    0.60,  30000.00,    1006.10
53574, 112.27,  39.52, 1409.40,  854.70,    19.60,     84.00,        0.00,    146.00,    2.00,   9300.00,    1006.00
57128, 107.33,  33.17,  486.40,  950.90,    23.30,     84.00,        0.00,     82.00,    1.70,  26000.00,    1005.80
54569, 121.94,  39.42,   11.70, 1004.70,    21.40,     98.00,        0.00,     77.00,    2.20,    600.00,    1006.20
52986, 103.86,  35.36, 1893.80,  807.10,    16.20,     95.00,        0.00,    157.00,    0.60,  30000.00,    1004.70
53673, 112.72,  38.73,  828.20,  914.60,    21.00,     84.00,        0.00,    351.00,    1.80,  12600.00,    1005.60
57211, 106.25,  32.83,  836.10,  913.00,    20.40,     88.00,        0.00, 999999.00,    0.00,  25000.00,    1005.70
53487, 113.42,  40.08, 1052.60,  891.10,    21.20,     78.00,        0.00,    141.00,    2.10,   9200.00,    1005.90
58024, 117.58,  34.87,   77.70,  998.30,    23.80,     88.00,        0.00,    138.00,    0.80,   2300.00,    1007.40
54584, 122.95,  39.71,   34.80, 1002.10,    20.90,     98.00,        0.00,     70.00,    1.80,    700.00,    1006.30
53880, 113.23,  36.33,  947.60,  902.70,    19.30,     86.00,        0.00,    304.00,    1.20,   3800.00,    1007.30
53772, 112.58,  37.62,  776.30,  920.60,    20.70,     89.00,        0.00,    200.00,    1.20,   5100.00,    1006.50
59941, 109.52,  18.77,  328.50,  970.90,    24.40,     92.00,        0.00,    284.00,    0.50,  18000.00,    1008.20
57061, 111.20,  34.85,  410.70,  960.70,    21.10,     87.00,        0.00,    167.00,    1.00,  13800.00,    1007.60
53517, 106.33,  39.26, 1464.70,  848.10,    23.30,     44.00,        0.00,    190.00,    4.00,  30000.00,    1001.50
53956, 110.85,  35.42,  588.40,  940.40,    21.20,     82.00,        0.00,    354.00,    1.40,   5400.00,    1006.60
53764, 111.12,  37.50,  950.80,  902.60,    20.30,     76.00,        0.00,     94.00,    0.80,  20400.00,    1007.10
57499, 114.88,  30.07,   40.30, 1000.10,    25.30,     89.00,        0.00,      9.00,    1.90,  10100.00,    1004.80
57140, 109.12,  33.67,  818.20,  916.10,    20.20,     93.00,        0.00, 999999.00,    0.00,  30000.00,    1007.20
53753, 110.88,  37.43,  860.10,  911.30,    21.90,     71.00,        0.00,    199.00,    2.40,  14800.00,    1005.80
57053, 110.72,  34.70,  505.70,  950.30,    20.80,     83.00,        0.00,    138.00,    1.10,   7100.00,    1007.70
54321, 119.71,  41.90,  661.80,  931.70,    23.70,     62.00,        0.00,    297.00,    0.80,  30000.00,    1005.10
53594, 114.22,  39.45,  938.70,  903.70,    17.30,    100.00,        0.00,    153.00,    0.60,    700.00,    1007.80
53874, 111.90,  36.25,  648.70,  934.70,    20.10,     84.00,        0.00,    163.00,    0.70,   3600.00,    1007.60
54336, 122.43,  41.42,    8.30, 1004.10,    24.80,     83.00,        0.00,    212.00,    1.80,   3500.00,    1005.20
54363, 125.90,  41.68,  402.90,  960.10,    21.70,     76.00,        0.00,    208.00,    1.30,   7700.00,    1005.80
58047, 119.24,  34.26,    4.80, 1006.60,    23.90,     98.00,        0.00,     48.00,    0.50,   3300.00,    1007.30
59500, 115.31,  23.02,   45.60, 1001.30,    29.10,     93.00,        0.00,    180.00,    1.60,  24600.00,    1006.60
58537, 118.40,  29.13,  153.60,  987.80,    26.90,     86.00,        0.00,     41.00,    0.70,  12100.00,    1005.20
54064, 125.15,  44.38,  170.20,  985.00,    27.50,     69.00,        0.00,    281.00,    2.10,  27000.00,    1004.50
53676, 112.98,  38.50,  759.40,  922.00,    21.00,     99.00,        0.00,    158.00,    0.70,   5300.00,    1006.10
53603, 106.37,  38.83, 1099.90,  884.90,    22.70,     63.00,        0.00,    209.00,    1.70,  26300.00,    1002.90
53859, 110.67,  36.08,  851.30,  913.00,    18.50,     92.00,        0.00,    155.00,    1.00,   7800.00,    1007.70
58032, 118.65,  34.95,   90.10,  996.60,    24.20,     88.00,        0.00,      2.00,    1.10,   1900.00,    1007.10
58654, 120.08,  28.67,  184.70,  984.60,    27.90,     78.00,        0.00,    203.00,    0.70,  12700.00,    1005.60
53782, 113.62,  37.93,  767.20,  921.00,    21.00,     99.00,        0.00,     68.00,    1.30,   4900.00,    1006.90
53663, 111.82,  38.93, 1401.00,  855.70,    20.40,     82.00,        0.00,    217.00,    1.10,  30000.00,    1005.60
57581, 113.44,  29.81,   24.70, 1001.90,    25.20,     93.00,        0.00,     28.00,    1.40,   6600.00,    1004.80
53677, 112.48,  37.93,  806.50,  916.00,    21.70,     81.00,        0.00,    197.00,    1.00,  13600.00,    1004.80
59074, 112.07,  24.57,  300.60,  972.80,    25.50,    100.00,        0.00,    253.00,    0.70,   8400.00,    1006.70
57260, 111.51,  32.55,  133.40,  992.10,    21.00,     96.00,        0.20,    242.00,    0.90,  10700.00,    1007.70
54245, 123.40,  42.49,   97.80,  993.80,    25.30,     75.00,        0.00,    243.00,    1.60,   3400.00,    1005.20
52679, 102.87,  37.89, 1540.20,  838.50,    20.30,     68.00,        0.00,    186.00,    1.40,  17800.00,     998.90
54454, 120.31,  40.33,   29.00, 1001.80,    25.00,     85.00,        0.00,    151.00,    2.10,   9900.00,    1005.20
53861, 111.38,  35.90,  463.50,  954.50,    21.20,     89.00,        0.00,    101.00,    0.80,   2300.00,    1007.00
54323, 120.79,  41.81,  253.80,  975.90,    27.10,     64.00,        0.00,    319.00,    1.00,  10600.00,    1004.50
57014, 105.87,  34.57, 1085.20,  887.80,    20.30,     77.00,        0.00,    131.00,    1.20,  30000.00,    1006.20
54645, 117.47,  38.84,    2.20, 1005.30,    27.90,     69.00,        0.00,    297.00,    1.80,   4800.00,    1005.70
54527, 117.05,  39.08,    3.50, 1005.20,    26.40,     78.00,        0.00,    300.00,    1.40,   4300.00,    1005.70
57057, 110.15,  34.10,  963.40,  901.00,    19.10,     90.00,        0.00, 999999.00,    0.00,   9400.00,    1007.50
59856, 110.75,  19.62,   21.70, 1004.80,    28.50,     82.00,        0.00,    191.00,    0.70,  30000.00,    1007.40
53953, 110.86,  35.95, 1290.00,  867.90,    18.90,     73.00,        0.00,    284.00,    0.50,  11100.00,    1008.10
59313, 116.99,  23.68,   44.70, 1001.00,    29.50,     79.00,        0.00,    149.00,    1.20,  23100.00,    1006.20
58652, 120.72,  28.87,   83.00,  996.30,    27.50,     82.00,        0.00,     39.00,    1.30,   6700.00,    1005.80
54244, 123.35,  42.81,   87.00,  994.80,    26.00,     60.00,        0.00,    130.00,    0.80,  22800.00,    1004.90
54161, 125.22,  43.90,  236.80,  977.70,    27.80,     60.00,        0.00,    306.00,    1.60,  15700.00,    1004.40
50946, 124.83,  45.18,  139.80,  988.30,    27.60,     67.00,        0.00,    238.00,    0.70,  10000.00,    1004.30
58745, 119.08,  27.62,  400.80,  961.20,    28.30,     72.00,        0.00,    325.00,    1.10,  16300.00,    1005.80
57006, 105.74,  34.57, 1149.80,  881.20,    19.30,     80.00,        0.00,     64.00,    0.90,  22300.00,    1006.40
58341, 119.59,  31.98,    6.60, 1006.30,    21.00,    100.00,        2.20,    130.00,    2.70,   2500.00,    1007.20
57213, 106.93,  33.00,  536.50,  945.40,    22.60,     89.00,        0.00,    308.00,    1.70,  29300.00,    1005.70
57024, 107.65,  34.45,  669.60,  932.50,    20.30,     89.00,        0.00,    258.00,    1.30,  11000.00,    1007.80
53659, 111.00,  37.97, 1163.30,  879.90,    18.60,     83.00,        0.00,    201.00,    0.80,  13700.00,    1006.90
57279, 112.76,  32.14,  125.50,  992.40,    21.60,     94.00,        0.00,     11.00,    0.90,  24200.00,    1007.10
53821, 107.30,  36.57, 1255.60,  870.80,    16.00,     98.00,        0.00,    166.00,    2.10,   2000.00,    1007.00
58135, 118.22,  33.48,   16.90, 1005.10,    24.50,     86.00,        0.00, 999999.00,    0.20,   6100.00,    1007.20
58443, 119.89,  31.02,   25.00, 1004.60,    20.90,    100.00,       13.00,     91.00,    2.90,   2000.00,    1007.70
58454, 119.98,  30.53,  102.00,  994.00,    22.40,     97.00,        0.50,     59.00,    5.90,    600.00,    1005.90
57481, 113.58,  30.96,   30.40, 1002.10,    22.90,     99.00,        0.00,    359.00,    2.50,  13200.00,    1005.80
58660, 121.18,  28.87,    6.60, 1005.10,    26.90,     95.00,        0.00,    175.00,    0.80,   4200.00,    1006.00
56091, 104.46,  34.84, 1910.60,  802.10,    15.90,     96.00,        0.00,     76.00,    1.80,  30000.00,    1001.80
54284, 127.50,  42.15,  774.20,  918.80,    21.40,     60.00,        0.00,    203.00,    0.70,  18900.00,    1004.90
54347, 123.18,  41.24,   24.80, 1002.50,    26.20,     68.00,        0.00,    170.00,    1.80,   7700.00,    1005.50
54523, 117.06,  39.43,    8.20, 1004.50,    26.80,     77.00,        0.00,    261.00,    1.70,   5800.00,    1005.60
57245, 109.04,  32.69,  290.80,  973.40,    22.00,     91.00,        0.00,     11.00,    0.70,  22600.00,    1006.70
50949, 124.87,  45.08,  136.20,  988.70,    27.60,     65.00,        0.00, 999999.00,    0.20,  30000.00,    1004.30
59502, 115.65,  22.97,   32.00, 1002.70,    29.50,     92.00,        0.00,    292.00,    1.70,  30000.00,    1006.40
56382, 103.55,  29.75,  475.00,  948.70,    23.10,     98.00,        5.90,    300.00,    3.00,   6300.00,    1001.70
53776, 112.78,  37.70,  854.10,  912.20,    20.70,     87.00,        0.00,    149.00,    0.80,   4000.00,    1006.20
54346, 123.78,  41.31,  185.40,  984.30,    24.80,     71.00,        0.00,     94.00,    1.60,   6300.00,    1005.50
54267, 125.73,  42.25,  362.30,  964.00,    23.50,     74.00,        0.00,    222.00,    2.30,   6500.00,    1005.20
53986, 113.91,  35.32,   73.20,  998.30,    23.30,     97.00,        0.00,    213.00,    1.50,   5200.00,    1006.80
57386, 114.00,  31.25,   51.60,  999.20,    22.10,     99.00,        0.20,    342.00,    1.90,  30000.00,    1005.30
53788, 113.57,  37.33, 1265.70,  869.80,    17.50,     92.00,        0.00,     84.00,    0.40,   6100.00,    1007.60
54497, 124.33,  40.03,   13.80, 1004.70,    22.50,     87.00,        0.00,    321.00,    0.90,  16400.00,    1006.40
52515,  94.87,  39.52, 2137.20,  783.70,    17.00,     66.00,        0.00,    127.00,    1.70,  30000.00,    1000.90
54049, 123.97,  44.25,  188.90,  982.90,    27.50,     59.00,        0.00,    304.00,    1.40,  30000.00,    1004.40
58905, 115.42,  25.97,  133.20,  989.90,    30.20,     75.00,        0.00,    128.00,    0.90,  12500.00,    1004.90
59285, 113.62,  23.57,   38.10, 1001.90,    30.30,     81.00,        0.00,    173.00,    1.50,  30000.00,    1006.30
58750, 120.08,  27.78,  105.40,  994.10,    27.20,     85.00,        0.00,    359.00,    1.10,  13500.00,    1006.20
54259, 124.87,  42.07,  224.00,  979.90,    22.60,     79.00,        0.00,      3.00,    0.80,   9300.00,    1005.60
53778, 112.23,  37.17,  780.30,  920.40,    20.60,     85.00,        0.00,     23.00,    1.30,   5100.00,    1006.90
53810, 105.89,  36.97, 1336.40,  861.40,    19.20,     72.00,        0.00,    151.00,    6.10,  20100.00,    1004.50
53662, 111.57,  38.70, 1396.70,  856.50,    19.00,     77.00,        0.00,     18.00,    0.80,  30000.00,    1006.80
53959, 111.07,  35.12,  375.00,  964.50,    21.60,     80.00,        0.00,     54.00,    0.80,  12300.00,    1007.40
56286, 104.26,  30.61,  505.30,  944.90,    24.80,     86.00,        0.00,     19.00,    1.30,  30000.00,    1000.90
53872, 112.70,  36.77, 1030.60,  894.20,    17.80,    100.00,        0.00,    358.00,    1.80,   3100.00,    1007.60
53669, 111.82,  38.07, 1150.30,  881.40,    20.10,     71.00,        0.00,    217.00,    1.20,  22700.00,    1006.40
52983, 104.14,  35.87, 1874.40,  807.50,    17.20,     93.00,        0.00,     97.00,    1.40,  22500.00,    1002.90
53610, 106.34,  38.56, 1106.00,  884.40,    22.50,     56.00,        0.00,    146.00,    1.10,  30000.00,    1003.00
53966, 111.83,  35.98,  817.20,  916.50,    19.40,     91.00,        0.00,    278.00,    1.30,   4500.00,    1007.60
58021, 117.28,  34.78,   80.50,  997.70,    23.90,     98.00,        0.00,    164.00,    1.60,   1700.00,    1007.10
57134, 107.98,  33.52,  827.20,  914.30,    20.10,     91.00,        0.00,    150.00,    1.10,  24200.00,    1006.20
56280, 103.12,  30.08,  691.30,  926.20,    21.90,     99.00,        4.80,    272.00,    0.70,   4400.00,    1002.50
58452, 120.77,  30.73,    4.80, 1006.00,    20.70,     98.00,        1.30,     88.00,    3.50,   5000.00,    1006.70
59324, 117.03,  23.43,    8.00, 1005.60,    27.80,     79.00,        0.00,    208.00,    2.80,  23900.00,    1006.60
57405, 105.55,  30.50,  355.00,  961.00,    24.40,     97.00,        0.00,     33.00,    0.80,  21000.00,    1000.70
58742, 119.57,  28.10,  163.00,  987.50,    28.40,     75.00,        0.00,     41.00,    0.70,   6900.00,    1006.00
56396, 104.77,  29.35,  352.60,  960.90,    24.60,     97.00,        2.60,    341.00,    1.20,   5800.00,    1000.30
57596, 114.21,  29.63,  751.60,  922.40,    23.30,     99.00,        0.00,    170.00,    2.00,      0.00,    1005.50
56593, 104.95,  28.59,  418.00,  954.30,    24.60,     98.00,        0.00,    174.00,    1.00,   2000.00,    1000.80
56389, 103.95,  29.20,  387.60,  957.60,    24.00,     99.00,        0.40,    339.00,    2.00,   5800.00,    1000.90
56671, 102.25,  26.65, 1787.30,  817.50,    20.40,     85.00,        0.00,    188.00,    0.60,  30000.00,    1002.60
57238, 107.89,  32.52,  892.20,  907.10,    19.50,     93.00,        0.00,     23.00,    1.00,  30000.00,    1006.10
57003, 106.83,  34.90,  924.20,  905.70,    18.10,     99.00,        0.00,    178.00,    0.90,   3600.00,    1008.40
56666, 101.72,  26.58, 1224.80,  871.20,    25.30,     66.00,        0.00,    360.00,    1.40,  30000.00,    1000.20
57905, 105.61,  25.40, 1184.90,  877.20,    23.70,     78.00,        0.00,    202.00,    2.00,  20800.00,    1003.70
56490, 103.90,  28.95,  424.00,  954.20,    24.20,     99.00,        0.50,    248.00,    0.70,   4400.00,    1001.50
56393, 104.85,  29.77,  369.40,  959.20,    24.80,     97.00,        0.30,    282.00,    1.60,  19400.00,    1000.30
57475, 112.90,  30.40,   31.20, 1001.80,    22.80,     94.00,        2.10,     38.00,    2.00,   3000.00,    1005.50
53942, 109.36,  35.79, 1087.70,  888.60,    14.50,     99.00,        0.00,    311.00,    1.20,    200.00,    1009.00
56373, 102.84,  29.79,  797.50,  915.30,    21.50,     97.00,        4.90,    278.00,    0.70,   3000.00,    1003.20
53915, 106.66,  35.53, 1467.60,  849.40,    15.50,     99.00,        0.00,     83.00,    0.40,  12600.00,    1007.90
58523, 117.93,  29.93,  227.50,  979.10,    26.00,     89.00,        0.00,    121.00,    0.90,  12400.00,    1004.90
50655, 126.19,  48.50,  266.80,  973.60,    27.90,     61.00,        0.00,    205.00,    1.00,  30000.00,    1003.70
56496, 105.26,  28.33,  367.00,  959.90,    25.60,     93.00,        0.00,     37.00,    1.00,   6700.00,    1000.80
56478, 102.43,  28.30, 1818.10,  811.30,    20.40,     90.00,        0.00,    234.00,    1.10,  29700.00,     998.40
56391, 103.82,  30.08,  415.40,  954.90,    24.20,     93.00,        0.10,    282.00,    2.00,   7300.00,    1001.30
56285, 103.47,  30.56,  544.70,  941.50,    23.20,     94.00,        0.00,    291.00,    2.30,   6900.00,    1002.30
57007, 105.16,  34.17, 1383.90,  856.00,    18.50,     82.00,        0.00,     72.00,    2.70,  22200.00,    1004.40
57417, 106.28,  30.35,  315.90,  965.10,    25.60,     99.00,        0.20,    100.00,    1.20,  15400.00,    1000.40
56580, 102.80,  27.72, 2460.00,  760.70,    18.00,     88.00,        0.00,     50.00,    1.50,  18100.00,    1008.40
56487, 103.13,  28.33, 1943.90,  800.60,    19.50,    100.00,        0.00, 999999.00,    0.00,   1000.00,     999.40
56182, 103.60,  32.67, 2881.30,  717.70,    13.80,     96.00,        0.60,    158.00,    0.30,    100.00,    1002.20
57414, 106.45,  30.52,  403.70,  955.70,    24.80,     96.00,        0.20,     67.00,    1.60,  30000.00,    1000.60
56374, 101.97,  30.05, 2615.70,  741.70,    14.80,     98.00,        0.00,     85.00,    1.50,    400.00,    1003.40
54263, 126.08,  42.96,  351.20,  966.90,    23.70,     67.00,        0.00,    161.00,    1.10,  15400.00,    1006.90
56185, 102.98,  32.08, 2400.10,  759.20,    16.00,    100.00,        0.00,    146.00,    0.60,   9300.00,    1001.40
56383, 103.87,  29.83,  455.20,  950.90,    23.60,     97.00,        1.00,    309.00,    2.70,   3100.00,    1001.70
56674, 101.75,  26.49, 1280.60,  865.60,    25.50,     63.00,        0.00,    158.00,    2.00,  30000.00,    1000.10
57603, 105.83,  28.82,  283.40,  968.90,    25.90,     77.00,        0.00,    182.00,    0.90,  24600.00,    1000.50
56494, 104.33,  28.84,  386.50,  957.60,    24.00,     98.00,        0.80,    253.00,    0.90,    300.00,    1000.80
56171, 101.70,  32.90, 3275.10,  684.30,    13.30,     95.00,        0.00,     23.00,    0.90,  30000.00,     999.40
57217, 106.26,  32.22,  499.30,  946.80,    23.60,     86.00,        0.00,    172.00,    0.70,  30000.00,    1002.50
56168, 102.07,  31.48, 2168.90,  779.10,    19.30,     88.00,        0.00,    238.00,    0.60,  30000.00,     997.90
57265, 111.73,  32.43,  132.10,  992.20,    20.50,     99.00,        3.20,     30.00,    0.90,   9500.00,    1007.70
59096, 114.50,  24.39,  283.90,  974.60,    27.60,     81.00,        0.00,     37.00,    1.00,  11100.00,    1006.40
57308, 105.38,  31.22,  421.30,  953.70,    25.20,     75.00,        0.00,      4.00,    3.40,  30000.00,    1000.60
54619, 116.92,  38.92,    5.50, 1005.40,    26.30,    100.00,        0.00,    243.00,    1.60,   3000.00,    1006.20
56565, 101.49,  27.44, 2516.80,  749.60,    17.80,     98.00,        0.00,     44.00,    0.60,  30000.00,    1000.10
59099, 114.94,  24.46,  207.90,  982.50,    27.70,     86.00,        0.00,    349.00,    1.70,  16800.00,    1005.80
57259, 110.77,  32.03,  426.90,  959.10,    20.20,     95.00,        1.20,     30.00,    1.00,   9900.00,    1007.90
57484, 112.55,  30.74,   57.20,  999.50,    22.40,     96.00,        0.10,    343.00,    3.10,   6700.00,    1006.20
58365, 121.20,  31.38,    6.50, 1006.70,    20.00,    100.00,        5.30,     70.00,    3.30,   2800.00,    1007.60
59088, 113.41,  24.19,   74.40,  997.40,    29.90,     79.00,        0.00,    167.00,    0.60,  20200.00,    1005.80
59476, 113.03,  22.53,   36.30, 1002.50,    29.50,     83.00,        0.00,    257.00,    5.00,  30000.00,    1006.70
56071, 102.50,  34.59, 3190.50,  692.50,    10.30,     95.00,        0.00,    294.00,    0.70,   9000.00,    1003.90
57401, 105.37,  30.87,  383.30,  958.00,    25.50,     78.00,        0.00,     86.00,    0.90,  30000.00,    1000.70
58362, 121.44,  31.39,    5.50, 1007.10,    20.20,     97.00,        8.80,     83.00,    2.70,   3200.00,    1007.90
59488, 113.57,  22.27,   51.40, 1001.00,    29.90,     78.00,        0.00,    259.00,    3.90,  30000.00,    1006.90
58547, 119.19,  29.04,   66.20,  997.90,    27.80,     83.00,        0.00,    194.00,    1.00,   2300.00,    1005.50
52546,  99.83,  39.37, 1332.20,  857.90,    23.00,     48.00,        0.00,    251.00,    2.90,  30000.00,     997.20
57508, 105.37,  29.15,  301.00,  966.50,    25.20,     95.00,        0.00,    202.00,    0.80,  30000.00,    1000.10
50945, 124.24,  45.51,  138.10,  988.10,    28.30,     71.00,        0.00,    169.00,    0.70,  20300.00,    1003.90
59082, 113.60,  24.67,  121.30,  992.00,    28.60,     84.00,        0.00,    306.00,    1.30,  23000.00,    1005.70
57990, 114.32,  25.70,  280.00,  973.90,    27.10,     83.00,        0.00,     62.00,    0.70,  30000.00,    1005.40
59318, 116.59,  23.26,    6.70, 1005.40,    29.90,     75.00,        0.00,    176.00,    1.70,  21300.00,    1006.20
52881, 103.19,  36.99, 2484.80,  752.20,    13.10,     85.00,        0.00,    164.00,    0.50,  30000.00,    1003.20
53928, 107.02,  35.30, 1149.10,  881.70,    18.20,     99.00,        0.00,     29.00,    1.60,  22100.00,    1007.50
59469, 111.78,  22.17,   37.70, 1002.60,    28.70,     83.00,        0.00,    177.00,    1.70,  30000.00,    1007.00
57988, 113.34,  25.11,  143.20,  989.50,    29.00,     81.00,        0.00, 999999.00,    0.00,  16000.00,    1005.70
57413, 107.00,  30.86,  305.70,  966.80,    24.20,     99.00,        2.60,     38.00,    4.10,  10900.00,    1001.20
57465, 111.43,  30.36,  120.10,  992.60,    22.20,     98.00,        0.00,    350.00,    1.40,   3100.00,    1006.60
59316, 116.68,  23.39,    2.30, 1005.90,    30.40,     74.00,        0.00,    160.00,    0.70,  28900.00,    1006.30
54171, 126.52,  43.70,  229.50,  978.20,    25.40,     63.00,        0.00,    192.00,    1.30,  11900.00,    1004.50
57543, 110.03,  29.88,  539.80,  944.40,    24.20,     95.00,        0.00,    201.00,    0.90,  12300.00,    1004.40
53576, 112.82,  39.52, 1045.00,  891.90,    21.70,     67.00,        0.00,     36.00,    1.70,  27500.00,    1005.00
56357, 100.30,  29.05, 3727.70,  648.20,    10.80,     88.00,        0.00,    258.00,    1.00,  30000.00,     997.50
58462, 121.18,  31.02,    8.10, 1006.50,    20.70,    100.00,        6.40,     37.00,    1.50,   4000.00,    1007.60
59462, 111.60,  22.71,   60.00,  999.60,    29.60,     74.00,        0.00,    169.00,    1.20,  30000.00,    1006.50
57102, 105.72,  33.75,  970.00,  899.20,    20.50,     94.00,        0.00,    273.00,    0.70,  30000.00,    1005.70
54916, 116.85,  35.57,   51.70, 1001.20,    23.60,     90.00,        0.00,    130.00,    1.00,   1600.00,    1007.30
57485, 113.48,  30.30,   24.30, 1002.50,    23.30,     96.00,        0.20,     48.00,    2.50,   3900.00,    1005.40
58752, 120.65,  27.79,   37.60, 1001.70,    28.00,     85.00,        0.00,    294.00,    1.00,   5500.00,    1006.10
53579, 112.92,  39.05,  859.70,  911.40,    21.90,     87.00,        0.00,    101.00,    1.20,   9700.00,    1005.80
59842, 109.68,  19.90,   31.70, 1003.10,    28.10,     85.00,        0.00,    176.00,    0.60,  19900.00,    1006.80
54823, 117.01,  36.60,  170.30,  987.20,    25.00,     70.00,        0.00,    268.00,    0.30,   5500.00,    1006.70
58467, 121.30,  30.20,    5.40, 1005.40,    23.40,    100.00,        0.10,     82.00,    2.80,   2000.00,    1006.20
56164, 100.96,  32.27, 3292.90,  682.90,    12.80,    100.00,        0.00,    151.00,    0.90,  30000.00,     999.10
57571, 112.41,  29.66,   37.40, 1001.10,    24.00,     97.00,        0.00,     21.00,    2.70,   4400.00,    1005.50
54833, 118.08,  36.97,   15.10, 1004.70,    25.90,     72.00,        0.00,    250.00,    2.00,   3800.00,    1006.60
56074, 102.08,  34.00, 3471.40,  669.20,    13.50,     71.00,        0.00,     27.00,    1.40,  30000.00,     999.80
59750, 110.07,  20.96,   33.60, 1002.90,    30.30,     83.00,        0.00,    192.00,    0.60,  11100.00,    1006.80
59473, 112.98,  22.74,   47.30, 1001.30,    28.80,     84.00,        0.00,    236.00,    3.00,  30000.00,    1006.70
53924, 107.62,  35.07,  966.60,  900.60,    17.40,     99.00,        0.00,    117.00,    2.00,  27500.00,    1008.00
59655, 110.61,  21.65,   31.90, 1003.10,    29.00,     91.00,        0.00,    115.00,    1.10,  29800.00,    1006.80
54181, 127.33,  43.70,  295.00,  971.00,    23.10,     83.00,        0.00,      6.00,    0.30,  14300.00,    1004.70
58549, 119.65,  29.12,   62.60,  998.10,    28.40,     78.00,        0.00,     41.00,    1.10,   4100.00,    1005.30
57541, 109.48,  30.00,  571.80,  937.00,    24.50,     92.00,        0.00,     93.00,    0.70,  14500.00,    1000.10
56485, 103.58,  28.27, 1255.80,  868.00,    21.50,     91.00,        0.00,    234.00,    1.80,   5300.00,    1001.90
53965, 111.57,  35.50,  761.00,  922.20,    22.20,     74.00,        0.00,     42.00,    0.90,   7200.00,    1007.10
58632, 118.60,  28.72,  126.30,  991.00,    28.00,     82.00,        0.00,     72.00,    1.80,   2700.00,    1005.30
53961, 111.49,  35.65,  472.60,  953.50,    21.80,     86.00,        0.00,    356.00,    0.40,   5600.00,    1006.90
52993, 105.06,  35.68, 1739.40,  822.00,    17.60,     83.00,        0.00,    158.00,    2.00,  25500.00,    1005.00
